network,address,municipality,lat,lon,petrol95_eur,diesel_eur,lpg_eur,price_updated,price_date
UAB Baltic Petroleum,"Naujoji Akmenė, V. Kudirkos g. 21A, 85145",Akmenės r. sav.,56.318461,22.885615,1.739,1.989,0.72,2026-08-05T09:15:02+03:00,2026-08-05
UAB Eniris,"Skabeikių k. 4, 85233",Akmenės r. sav.,56.160143,22.760735,1.749,1.999,0.729,2026-08-05T09:52:12+03:00,2026-08-05
UAB Eniris,"Venta, Plento g. 2, 85302",Akmenės r. sav.,56.194307,22.6779,1.749,1.999,0.729,2026-08-05T09:52:11+03:00,2026-08-05
UAB Saurida,"Akmenės I k., Plento g. 1, 85380",Akmenės r. sav.,56.238461,22.750823,1.76,2.0,0.72,2026-08-05T08:58:55+03:00,2026-08-05
UAB Saurida,"Naujoji Akmenė,  V. Kudirkos g. 18A, 85171",Akmenės r. sav.,56.317229,22.884847,1.76,2.01,0.72,2026-08-05T08:58:54+03:00,2026-08-05
UAB Saurida,"Pašakarnių k. Pašakarnių g. 1, 85271",Akmenės r. sav.,56.298148,22.885039,1.76,2.0,0.72,2026-08-05T08:58:54+03:00,2026-08-05
AB Orlen Baltics Retail,"Alytus, Kauno g. 73, 62107",Alytaus m. sav.,54.403324,24.037088,1.669,1.899,0.729,2026-08-05T13:51:38+03:00,2026-08-05
UAB Baltic Petroleum,"Alytus, Santaikos g. 33, 62100",Alytaus m. sav.,54.38677,24.033208,1.699,1.929,0.699,2026-08-05T09:15:01+03:00,2026-08-05
UAB Circle K Lietuva,"Alytus, Naujoji g. 120, 62175",Alytaus m. sav.,54.42474,24.003441,1.78,2.079,0.769,2026-08-05T09:51:14+03:00,2026-08-05
UAB Circle K Lietuva,"Alytus, Rūtų g. 2B, 62119",Alytaus m. sav.,54.395068,24.037857,1.789,2.079,0.769,2026-08-05T09:51:16+03:00,2026-08-05
UAB Emsi,"Alytus, Ūdrijos g. 2, 62402",Alytaus m. sav.,54.408331,24.01636,1.69,1.92,0.69,2026-08-05T09:00:00+03:00,2026-08-05
UAB Neste Lietuva,"Alytus, Santaikos g. 34A, 62123",Alytaus m. sav.,54.38706,24.02632,1.759,1.999,,2026-08-05T09:55:57+03:00,2026-08-05
UAB Neste Lietuva,"Alytus, Ūdrijos g. 31, 62411",Alytaus m. sav.,54.40893,24.0052,1.759,1.999,,2026-08-05T09:55:57+03:00,2026-08-05
UAB Saurida,"Alytus, Miškininkų g. 7, 62201",Alytaus m. sav.,54.411306,24.06765,1.75,1.96,,2026-08-05T08:58:54+03:00,2026-08-05
UAB Saurida,"Alytus, Pramonės g. 5, 62323",Alytaus m. sav.,54.423527,24.020394,1.75,1.96,0.72,2026-08-05T08:58:54+03:00,2026-08-05
UAB Stateta,"Alytus, Santaikos g. 28 B, 62123",Alytaus m. sav.,54.387521,24.031856,1.689,1.919,,2026-08-05T10:02:12+03:00,2026-08-05
UAB Viada LT,"Alytus, Naujoji g. 27, 62175",Alytaus m. sav.,54.413986,24.010062,1.799,2.099,0.769,2026-08-05T09:18:08+03:00,2026-08-05
UAB Viada LT,"Alytus, Ulonų g. 33B, 62136",Alytaus m. sav.,54.385069,24.050295,1.799,2.099,0.769,2026-08-05T09:18:08+03:00,2026-08-05
UAB Alauša,"Santaikos k., Santaikos g. 2A, 64283",Alytaus r. sav.,54.388475,23.820192,1.694,1.924,0.694,2026-08-05T09:28:25+03:00,2026-08-05
UAB Baltic Petroleum,"Likiškėliai, Pabalių g. 11, 64381",Alytaus r. sav.,54.387784,23.996155,1.699,1.929,0.699,2026-08-05T09:15:04+03:00,2026-08-05
UAB Skulas,"Likiškėlių k., Kalninės g. 5, 62442",Alytaus r. sav.,54.381896,23.993186,1.69,1.93,0.69,2026-08-05T09:56:53+03:00,2026-08-05
UAB Skulas,"Simnas, Alytaus g. 48, 64313",Alytaus r. sav.,54.383845,23.659403,1.78,1.98,0.72,2026-08-05T09:56:53+03:00,2026-08-05
UAB Stateta,"Alytaus k., 64464",Alytaus r. sav.,54.407139,24.101763,1.689,1.919,0.737,2026-08-05T10:02:11+03:00,2026-08-05
UAB Stateta,"Kaniūkų k., 64104",Alytaus r. sav.,54.365305,24.106088,1.689,1.919,0.737,2026-08-05T10:02:11+03:00,2026-08-05
UAB Stateta,"Miklusėnai, Kauno g. 1, 62461",Alytaus r. sav.,54.428042,24.001399,1.689,1.919,0.737,2026-08-05T10:02:11+03:00,2026-08-05
UAB Viada LT,"Daugų k., Neveiglo g. 25, 64144",Alytaus r. sav.,54.366827,24.337458,1.819,2.119,0.799,2026-08-05T09:18:08+03:00,2026-08-05
UAB Alauša,"Anykščiai, A. Vienuolio g. 32A, 29149",Anykščių r. sav.,55.522439,25.089963,1.669,1.899,0.669,2026-08-05T09:28:25+03:00,2026-08-05
UAB Alauša,"Bajorų k., Šimonių g. 36, 29352",Anykščių r. sav.,55.6849,25.352675,1.669,1.899,0.699,2026-08-05T09:28:25+03:00,2026-08-05
UAB Baltic Petroleum,"Anykščiai, Mindaugo g. 23, 29141",Anykščių r. sav.,55.508475,25.09633,1.689,1.929,0.699,2026-08-05T09:15:06+03:00,2026-08-05
UAB Degta,"Anykščiai, Vienuolio g. 34A, 29148",Anykščių r. sav.,55.5226,25.087988,1.669,1.899,0.669,2026-08-05T09:27:16+03:00,2026-08-05
UAB Narjanta,"Pumpučiai, Pumpučių g. 25, 29253",Anykščių r. sav.,55.424311,24.920495,1.899,2.099,0.789,2026-08-05T09:37:10+03:00,2026-08-05
UAB Narjanta,"Sausalaukės k. 2, 29345",Anykščių r. sav.,55.67584,25.358668,1.789,2.059,0.749,2026-08-05T09:37:10+03:00,2026-08-05
UAB Narjanta,"Troškūnai, Vilniaus g. 32, 29306",Anykščių r. sav.,55.584853,24.87846,1.799,2.079,0.719,2026-08-05T09:37:11+03:00,2026-08-05
UAB Viada LT,"Anykščiai, A. Vienuolio g. 34, 29148",Anykščių r. sav.,55.521814,25.086034,1.819,2.099,0.769,2026-08-05T09:18:08+03:00,2026-08-05
UAB Viada LT,"Anykščiai, Piliakalnio g. 9, 29109",Anykščių r. sav.,55.541219,25.134763,1.819,2.099,0.769,2026-08-05T09:18:09+03:00,2026-08-05
UAB Borusta,"Birštonas, Prienų g. 14, 59219",Birštono sav.,54.595386,24.026691,1.749,1.999,0.749,2026-08-05T09:37:56+03:00,2026-08-05
UAB Baltic Petroleum,"Valantiškio k., 41131",Biržų r. sav.,56.197343,24.709643,1.719,1.959,0.759,2026-08-05T09:15:02+03:00,2026-08-05
UAB Circle K Lietuva,"Biržai, Kilučių g. 93, 41154",Biržų r. sav.,56.194803,24.771856,1.774,2.034,0.79,2026-08-05T09:51:17+03:00,2026-08-05
UAB Emsi,"Biržai, Jaunimo g. 2a, 41168",Biržų r. sav.,56.207704,24.77073,1.699,1.929,0.69,2026-08-05T09:00:00+03:00,2026-08-05
UAB Narjanta,"Vabalninkas, S. Nėries g. 35, 41341",Biržų r. sav.,55.974978,24.740122,1.799,2.079,0.75,2026-08-05T09:37:11+03:00,2026-08-05
UAB Viada LT,"Biržai, Parodos g. 2, 41136",Biržų r. sav.,56.201428,24.748893,1.829,2.099,0.809,2026-08-05T09:18:09+03:00,2026-08-05
UAB Viada LT,"Biržai, Pasvalio g. 1B, 41132",Biržų r. sav.,56.202143,24.737832,1.829,2.099,0.809,2026-08-05T09:18:09+03:00,2026-08-05
UAB Baltic Petroleum,"Druskininkai, Gardino g. 79, 69191",Druskininkų sav.,53.99993,23.988055,1.799,2.099,0.819,2026-08-05T09:15:01+03:00,2026-08-05
UAB Baltic Petroleum,"Druskininkai, Leipalingio g. 26, 66371",Druskininkų sav.,54.030364,23.983674,1.799,2.099,0.819,2026-08-05T09:15:04+03:00,2026-08-05
UAB Baltic Petroleum,"Leipalingis, Merkinės g. 37, 67280",Druskininkų sav.,54.094631,23.871494,1.799,2.099,0.819,2026-08-05T09:15:05+03:00,2026-08-05
UAB Circle K Lietuva,"Druskininkai, M. K. Čiurlionio g. 113, 66161",Druskininkų sav.,54.010273,23.993451,1.859,2.159,0.849,2026-08-05T09:51:16+03:00,2026-08-05
UAB Tomega,"Druskininkai, Gardino g. 98, 66225",Druskininkų sav.,53.990179,24.005703,1.85,2.05,0.85,2026-08-05T08:08:48+03:00,2026-08-05
AB Orlen Baltics Retail,"Kakliniškių k., Žilvičių g. 1A, 26138",Elektrėnų sav.,54.790914,24.670579,1.719,1.999,0.749,2026-08-05T13:51:38+03:00,2026-08-05
UAB Boost Petrol,"Elektrėnai, Dubijos g. 36, 26130",Elektrėnų sav.,54.786231,24.714388,1.899,2.199,0.829,2026-08-05T10:05:00+03:00,2026-08-05
UAB Circle K Lietuva,"Elektrėnai, Sabališkių g. 1F, 26128",Elektrėnų sav.,54.78921,24.676086,1.839,2.139,0.819,2026-08-05T09:51:15+03:00,2026-08-05
UAB Degta,"Vievis, Kauno g. 55A, 21371",Elektrėnų sav.,54.775219,24.810495,1.859,2.159,0.839,2026-08-05T09:27:16+03:00,2026-08-05
UAB Neste Lietuva,"Elektrėnai, Sabališkių g. 1U, 26141",Elektrėnų sav.,54.78952,24.67274,1.789,2.069,,2026-08-05T09:55:58+03:00,2026-08-05
UAB Viada LT,"Elektrėnai, Elektrinės g. 6, 26109",Elektrėnų sav.,54.784677,24.654136,1.839,2.139,0.819,2026-08-05T09:18:09+03:00,2026-08-05
UAB Viada LT,"Vievis, Kauno g. 26A, 21376",Elektrėnų sav.,54.775194,24.810293,1.859,2.159,0.839,2026-08-05T09:18:14+03:00,2026-08-05
UAB Alauša,"Ignalina, Švenčionių g. 29A, 30132",Ignalinos r. sav.,55.332048,26.167128,1.669,1.899,0.669,2026-08-05T09:28:26+03:00,2026-08-05
UAB Propano ir butano dujų centras,"Ignalina, Švenčionių g. 35, 30132",Ignalinos r. sav.,55.327181,26.17448,1.739,1.969,0.67,2026-08-05T08:50:31+03:00,2026-08-05
UAB Viada LT,"Ignalina, Turistų g. 28A, 30138",Ignalinos r. sav.,55.338921,26.145658,1.859,2.159,0.829,2026-08-05T09:18:09+03:00,2026-08-05
UAB Baltic Petroleum,"Gudžionių k., Plento g. 24, 58244",Jonavos r. sav.,55.099135,24.31627,1.719,1.959,0.759,2026-08-05T09:15:00+03:00,2026-08-05
UAB Baltic Petroleum,"Jonava, Žemaitės g. 1, 55134",Jonavos r. sav.,55.082541,24.270744,1.719,1.959,0.759,2026-08-05T09:15:04+03:00,2026-08-05
UAB Baltic Petroleum,"Spanėnų k., Plento g. 46, 55305",Jonavos r. sav.,55.058167,24.263538,1.719,1.959,0.759,2026-08-05T09:15:03+03:00,2026-08-05
UAB Circle K Lietuva,"Jonava, Vasario 16-osios g. 33, 55164",Jonavos r. sav.,55.07057,24.263506,1.829,2.079,0.789,2026-08-05T09:51:16+03:00,2026-08-05
UAB Emsi,"Jonava, Vasario 16-osios g. 70, 55165",Jonavos r. sav.,55.071207,24.257898,1.699,1.929,,2026-08-05T09:00:01+03:00,2026-08-05
UAB Neste Lietuva,"Gudžionių k., Šilų sen., Plento g. 7, 55462",Jonavos r. sav.,55.09568,24.31259,1.769,2.029,,2026-08-05T09:55:58+03:00,2026-08-05
UAB Viada LT,"Jonava, Darbininkų g. 4D, 55101",Jonavos r. sav.,55.092675,24.281952,1.839,2.099,0.789,2026-08-05T09:18:09+03:00,2026-08-05
UAB Vimijula,"Ručiūnų k., Kauno g. 2A, 55355",Jonavos r. sav.,55.137949,24.193271,1.87,2.09,0.86,2026-08-05T10:30:03+03:00,2026-08-05
UAB Žibalas,"Jonava, Taurostos g. 16A, 55195",Jonavos r. sav.,55.067137,24.287969,1.86,2.1,0.84,2026-08-05T09:41:48+03:00,2026-08-05
Sigito Rimkevičiaus komercinė įmonė,"Joniškis, Turgaus g. 3, 84172",Joniškio r. sav.,56.228934,23.610088,1.714,1.959,0.709,2026-08-05T09:41:10+03:00,2026-08-05
UAB Apsaga,"Radikių k., 13, 84164",Joniškio r. sav.,56.207315,23.5803,1.755,2.069,0.795,2026-08-05T09:23:57+03:00,2026-08-05
UAB Baltic Petroleum,"Joniškis, Vilniaus g. 72, 84172",Joniškio r. sav.,56.223278,23.597525,1.689,1.929,0.699,2026-08-05T09:15:01+03:00,2026-08-05
UAB Circle K Lietuva,"Satkūnų k., Sidabros g. 2A, 84101",Joniškio r. sav.,56.258582,23.621817,1.859,2.149,0.769,2026-08-05T09:51:16+03:00,2026-08-05
UAB Viada LT,"Joniškis, Vilniaus g. 51, 84166",Joniškio r. sav.,56.224483,23.600756,1.859,2.149,0.769,2026-08-05T09:18:09+03:00,2026-08-05
UAB Baltic Petroleum,"Jurbarkas, Muitinės g. 22A, 74111",Jurbarko r. sav.,55.078109,22.744778,1.799,1.999,0.72,2026-08-05T09:15:01+03:00,2026-08-05
UAB Baltic Petroleum,"Klišių k., Pievų g. 2, 74211",Jurbarko r. sav.,55.098482,22.772921,1.799,1.999,0.73,2026-08-05T09:15:05+03:00,2026-08-05
UAB Eniris,"Rimšų k., Tauragės g. 29, 74280",Jurbarko r. sav.,55.262044,22.69182,1.85,2.09,0.87,2026-08-05T09:52:10+03:00,2026-08-05
UAB GM Manufacturing Lithuania,"Jurbarkas, Muitinės g. 34A, 74106",Jurbarko r. sav.,55.076805,22.751839,1.897,2.137,,2026-08-05T07:13:25+03:00,2026-08-05
UAB Gelvybė,"Jurbarkas, Knygnešių g. 9, 74212",Jurbarko r. sav.,55.085493,22.745538,1.799,1.999,0.72,2026-08-05T10:22:46+03:00,2026-08-05
UAB Gelvybė,"Jurbarkas, Muitinės g. 32, 74111",Jurbarko r. sav.,55.077197,22.751,1.799,1.999,0.72,2026-08-05T10:22:46+03:00,2026-08-05
UAB Gelvybė,"Jurbarkas, S. Daukanto g. 66, 74170",Jurbarko r. sav.,55.082536,22.788996,1.799,1.999,0.72,2026-08-05T10:22:46+03:00,2026-08-05
UAB Gelvybė,"Seredžius, S. Šimkaus g. 69, 74425",Jurbarko r. sav.,55.078909,23.396923,1.799,1.999,,2026-08-05T10:22:46+03:00,2026-08-05
UAB Saurida,"Pašvenčio k., 74218",Jurbarko r. sav.,55.083916,22.606942,1.83,1.98,0.69,2026-08-05T08:58:55+03:00,2026-08-05
AB Orlen Baltics Retail,"Žiežmarių k., Kauno pl. 6, 56232",Kaišiadorių r. sav.,54.816269,24.433142,1.719,1.999,0.749,2026-08-05T13:51:38+03:00,2026-08-05
IĮ A. Praškevičiaus,"Migonių k., Kalvių g. 4, 56292",Kaišiadorių r. sav.,54.725988,24.236187,1.75,1.99,0.72,2026-08-05T09:35:54+03:00,2026-08-05
UAB Baltic Petroleum,"Triliškių k., Kauno pl. 5, 56179",Kaišiadorių r. sav.,54.816962,24.436618,1.749,2.029,0.729,2026-08-05T09:15:03+03:00,2026-08-05
UAB Emsi,"Kaišiadorys, Paukštininkų g. 4a, 56160",Kaišiadorių r. sav.,54.864351,24.436539,1.699,1.929,0.69,2026-08-05T09:00:03+03:00,2026-08-05
UAB Eniris,"Bačkonių k., Pastrėvio g. 1A, 56240",Kaišiadorių r. sav.,54.802507,24.502157,1.799,2.019,0.72,2026-08-05T09:52:11+03:00,2026-08-05
UAB Saurida,"Rumšiškės, Lekavičiaus g. 71, 56337",Kaišiadorių r. sav.,54.87185,24.213203,1.78,2.04,0.72,2026-08-05T08:58:54+03:00,2026-08-05
UAB Topgas,"Kaišiadorys, Paukštininkų g. 13, 56161",Kaišiadorių r. sav.,54.865105,24.434153,,,0.73,2026-08-05T08:37:06+03:00,2026-08-05
UAB Viada LT,"Kaišiadorys, Gedimino g. 135, 56173",Kaišiadorių r. sav.,54.855237,24.441801,1.859,2.099,0.799,2026-08-05T09:18:09+03:00,2026-08-05
UAB Alauša,"Salaperaugio k., Europos g. 17, 69286",Kalvarijos sav.,54.32026,23.140098,1.799,2.049,0.799,2026-08-05T09:28:26+03:00,2026-08-05
UAB Baltic Petroleum,"Pasiekų k., Europos g. 12, 69270",Kalvarijos sav.,54.322374,23.145167,1.799,2.019,0.799,2026-08-05T09:15:03+03:00,2026-08-05
UAB Baltic Petroleum,"Salaperaugio k., Europos g. 9, 69286",Kalvarijos sav.,54.324264,23.14466,1.799,2.019,0.799,2026-08-05T09:15:03+03:00,2026-08-05
UAB Circle K Lietuva,"Brazavo k., Muitinės g. 5B, 69231",Kalvarijos sav.,54.368225,23.183729,1.849,2.129,,2026-08-05T09:51:18+03:00,2026-08-05
UAB Circle K Lietuva,"Salaperaugio k., Europos g. 13a, 69286",Kalvarijos sav.,54.322289,23.141419,1.849,2.129,,2026-08-05T09:51:18+03:00,2026-08-05
UAB Neste Lietuva,"N. Valios k., Europos g. 6, 69270",Kalvarijos sav.,54.32832,23.15056,,2.019,,2026-08-05T09:55:58+03:00,2026-08-05
UAB Neste Lietuva,"Salaperaugio k., Europos g. 1, 69286",Kalvarijos sav.,54.32984,23.15031,1.779,2.019,,2026-08-05T09:55:57+03:00,2026-08-05
UAB Nostrada,"Kazlavo k. 4, 69285",Kalvarijos sav.,54.32897,23.148446,1.79,2.02,,2026-08-05T09:46:09+03:00,2026-08-05
UAB Saurida,"Kreivukės k., 69232",Kalvarijos sav.,54.407333,23.221005,,,0.72,2026-08-05T08:58:55+03:00,2026-08-05
UAB Saurida,"Kušliškių k. Suvalkijos g. 15, 69200",Kalvarijos sav.,54.436202,23.204823,1.72,1.92,0.72,2026-08-05T08:58:55+03:00,2026-08-05
UAB Stateta,"Kreivukė, Turgaus g. 4, 69232",Kalvarijos sav.,54.410916,23.206718,1.689,1.919,0.737,2026-08-05T10:02:11+03:00,2026-08-05
UAB Viada LT,"Kalvarija, Dariaus ir Girėno g. 81, 69206",Kalvarijos sav.,54.424482,23.232087,1.859,2.159,0.899,2026-08-05T09:18:09+03:00,2026-08-05
UAB Viada LT,"Pelucmurgių k., Muitinės g. 35, 69270",Kalvarijos sav.,54.3392,23.163159,1.859,2.159,,2026-08-05T09:18:09+03:00,2026-08-05
AB Orlen Baltics Retail,"Kaunas, Kalvarijos g. 138, 46403",Kauno m. sav.,54.865406,23.872992,1.669,1.899,0.739,2026-08-05T13:51:37+03:00,2026-08-05
AB Orlen Baltics Retail,"Kaunas, Pramonės pr. 37, 51271",Kauno m. sav.,54.915802,23.984205,1.669,1.899,0.729,2026-08-05T13:51:38+03:00,2026-08-05
AB Orlen Baltics Retail,"Kaunas, Varnių g. 50, 48401",Kauno m. sav.,54.913801,23.90685,1.669,1.899,0.729,2026-08-05T13:51:38+03:00,2026-08-05
AB Orlen Baltics Retail,"Kaunas, Veiverių g. 148B, 46392",Kauno m. sav.,54.867321,23.887277,1.669,1.899,0.729,2026-08-05T13:51:37+03:00,2026-08-05
MB Tormenta,"Kaunas, Linkuvos g. 77, 48314",Kauno m. sav.,54.9143,23.887705,1.77,1.99,,2026-08-05T12:25:18+03:00,2026-08-05
UAB Alauša,"Kaunas, Palemono g. 171, 52107",Kauno m. sav.,54.923697,24.069047,1.699,1.929,,2026-08-05T09:28:25+03:00,2026-08-05
UAB Baltic Petroleum,"Kaunas, Taikos pr. 120, 52140",Kauno m. sav.,54.917432,24.034789,1.689,1.929,0.699,2026-08-05T09:15:04+03:00,2026-08-05
UAB Baltic Petroleum,"Kaunas, Chemijos g. 6, 51344",Kauno m. sav.,54.9032,23.982769,1.699,1.929,0.699,2026-08-05T09:15:02+03:00,2026-08-05
UAB Baltic Petroleum,"Kaunas, Jonavos g. 60A, 44191",Kauno m. sav.,54.905045,23.89955,1.699,1.929,0.699,2026-08-05T09:15:00+03:00,2026-08-05
UAB Baltic Petroleum,"Kaunas, Raudondvario pl. 82, 47179",Kauno m. sav.,54.907738,23.874252,1.699,1.929,0.699,2026-08-05T09:15:00+03:00,2026-08-05
UAB Baltic Petroleum,"Kaunas, Vaidoto g. 153, 45392",Kauno m. sav.,54.861298,23.958563,1.719,1.959,0.759,2026-08-05T09:15:03+03:00,2026-08-05
UAB Boost Petrol,"Kaunas, Marvelės g. 132, 46230",Kauno m. sav.,54.903837,23.835313,1.899,2.169,0.83,2026-08-05T10:05:00+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Briedžių takas 6B, 49106",Kauno m. sav.,54.93601,23.96597,1.859,2.159,0.899,2026-08-05T09:51:17+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Islandijos pl. 32, 47446",Kauno m. sav.,54.938358,23.898278,1.819,2.049,,2026-08-05T09:51:19+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Islandijos pl. 61C, 49117",Kauno m. sav.,54.93307,23.96542,1.859,2.159,,2026-08-05T09:51:17+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Jonavos g. 38, 44263",Kauno m. sav.,54.901627,23.894905,1.859,2.139,0.769,2026-08-05T09:51:18+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, K. Baršausko g. 57, 51423",Kauno m. sav.,54.899055,23.959933,1.859,2.099,0.899,2026-08-05T09:51:18+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Karaliaus Mindaugo pr. 34A, 44306",Kauno m. sav.,54.894043,23.914109,1.839,2.099,,2026-08-05T09:51:17+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Pramonės pr. 18, 51183",Kauno m. sav.,54.916233,23.986631,1.819,2.099,0.779,2026-08-05T09:51:14+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, R. Kalantos g. 159, 52314",Kauno m. sav.,54.894038,24.006868,1.859,2.119,0.759,2026-08-05T09:51:14+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, R. Kalantos g. 68, 52365",Kauno m. sav.,54.893093,23.995791,1.829,2.089,,2026-08-05T09:51:18+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Raudondvario pl. 107A, 47186",Kauno m. sav.,54.908277,23.864957,1.859,2.074,0.759,2026-08-05T09:51:14+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Savanorių pr. 321, 50120",Kauno m. sav.,54.920105,23.952899,1.859,2.119,,2026-08-05T09:51:14+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Savanorių pr. 404B, 50301",Kauno m. sav.,54.92831,23.973625,1.769,2.019,0.749,2026-08-05T09:51:18+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Sukilėlių pr. 120, 49237",Kauno m. sav.,54.928513,23.928984,1.859,2.119,0.77,2026-08-05T09:51:18+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Taikos pr. 52A, 51305",Kauno m. sav.,54.912106,23.956737,1.859,2.109,,2026-08-05T09:51:17+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Tvirtovės al. 33A, 50157",Kauno m. sav.,54.91317,23.926177,1.859,2.119,,2026-08-05T09:51:18+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Vakarinio aplinkkelio 10, 48182",Kauno m. sav.,54.93565,23.870417,1.834,2.059,0.839,2026-08-05T09:51:17+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Varnių g. 46, 48403",Kauno m. sav.,54.91451,23.900006,1.839,2.079,,2026-08-05T09:51:18+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Veiverių g. 49A, 46336",Kauno m. sav.,54.880829,23.89393,1.839,2.099,,2026-08-05T09:51:14+03:00,2026-08-05
UAB Circle K Lietuva,"Kaunas, Žemaičių pl. 19, 48255",Kauno m. sav.,54.92526,23.890491,1.809,2.039,0.819,2026-08-05T09:51:17+03:00,2026-08-05
UAB Deguva,"Kaunas, Raudondvario pl. 234, 47158",Kauno m. sav.,54.920991,23.824686,,,0.75,2026-08-05T09:06:00+03:00,2026-08-05
UAB Dujovita,"Kaunas, Islandijos pl. 191D, 49170",Kauno m. sav.,54.931596,23.951399,,,0.7,2026-08-05T10:30:03+03:00,2026-08-05
UAB Dujovita,"Kaunas, Jonavos g. 110, 44136",Kauno m. sav.,54.913328,23.911651,,,0.7,2026-08-05T10:30:03+03:00,2026-08-05
UAB Emsi,"Kaunas, Armoniškių g. 31, 46401",Kauno m. sav.,54.862114,23.845935,1.699,1.929,0.699,2026-08-05T09:00:02+03:00,2026-08-05
UAB Emsi,"Kaunas, Ateities pl. 40B, 52112",Kauno m. sav.,54.921892,24.047439,1.699,1.929,,2026-08-05T09:00:00+03:00,2026-08-05
UAB Emsi,"Kaunas, Draugystės g. 8B, 51262",Kauno m. sav.,54.908019,23.992065,1.699,1.929,0.699,2026-08-05T09:00:01+03:00,2026-08-05
UAB Emsi,"Kaunas, Jonavos g. 292B, 44131",Kauno m. sav.,54.931664,23.918043,1.699,1.929,0.69,2026-08-05T09:00:01+03:00,2026-08-05
UAB Emsi,"Kaunas, Palemono g. 3A, 52159",Kauno m. sav.,54.901009,24.031254,1.69,1.92,,2026-08-05T09:00:02+03:00,2026-08-05
UAB Emsi,"Kaunas, Savanorių pr. 402A, 49281",Kauno m. sav.,54.927502,23.972213,1.699,1.929,0.699,2026-08-05T09:00:02+03:00,2026-08-05
UAB Emsi,"Kaunas, T. Masiulio g. 16A, 52375",Kauno m. sav.,54.884588,24.006121,1.699,1.929,0.699,2026-08-05T09:00:02+03:00,2026-08-05
UAB Jozita,"Kaunas, Baltų pr. 141A, 47126",Kauno m. sav.,54.922867,23.869879,1.77,1.97,0.71,2026-08-05T10:06:30+03:00,2026-08-05
UAB Jozita,"Kaunas, Betygalos g. 8, 47183",Kauno m. sav.,54.904512,23.879723,1.77,1.97,0.71,2026-08-05T10:06:30+03:00,2026-08-05
UAB Jozita,"Kaunas, Jonavos g. 51, 44131",Kauno m. sav.,54.933919,23.917586,1.69,1.92,0.69,2026-08-05T10:06:30+03:00,2026-08-05
UAB Jozita,"Kaunas, Kuršių g. 13A, 48109",Kauno m. sav.,54.936126,23.895943,1.77,1.97,0.71,2026-08-05T10:06:30+03:00,2026-08-05
UAB Jozita,"Kaunas, Partizanų g. 87G, 50312",Kauno m. sav.,54.927344,23.999205,1.77,1.97,0.71,2026-08-05T10:06:29+03:00,2026-08-05
UAB Neste Lietuva,"Kaunas, Ateities pl. 50B, 52106",Kauno m. sav.,54.92626,24.06031,1.739,1.979,,2026-08-05T09:55:56+03:00,2026-08-05
UAB Neste Lietuva,"Kaunas, Birželio 23-iosios g. 23A, 50220",Kauno m. sav.,54.91626,23.95401,1.799,2.029,,2026-08-05T09:55:56+03:00,2026-08-05
UAB Neste Lietuva,"Kaunas, Europos pr. 43, 46329",Kauno m. sav.,54.87534,23.91146,1.784,2.044,,2026-08-05T09:55:56+03:00,2026-08-05
UAB Neste Lietuva,"Kaunas, Islandijos pl. 191E, 49168",Kauno m. sav.,54.93142,23.95076,1.759,1.999,,2026-08-05T09:55:56+03:00,2026-08-05
UAB Neste Lietuva,"Kaunas, Jonavos g. 110, 44136",Kauno m. sav.,54.91333,23.91162,1.769,1.999,,2026-08-05T09:55:56+03:00,2026-08-05
UAB Neste Lietuva,"Kaunas, Kuršių g. 1, 48106",Kauno m. sav.,54.93617,23.88529,1.769,1.999,,2026-08-05T09:55:56+03:00,2026-08-05
UAB Neste Lietuva,"Kaunas, Pramonės pr. 6A, 51267",Kauno m. sav.,54.90991,23.98374,1.759,1.999,,2026-08-05T09:55:56+03:00,2026-08-05
UAB Neste Lietuva,"Kaunas, R. Kalantos g. 27, 52303",Kauno m. sav.,54.89506,23.98586,1.769,1.999,,2026-08-05T09:55:56+03:00,2026-08-05
UAB Neste Lietuva,"Kaunas, Raudondvario pl. 103, 47185",Kauno m. sav.,54.90683,23.87285,1.799,2.019,,2026-08-05T09:55:56+03:00,2026-08-05
UAB Neste Lietuva,"Kaunas, Savanorių pr. 441C, 49185",Kauno m. sav.,54.92934,23.97347,1.739,1.979,,2026-08-05T09:55:56+03:00,2026-08-05
